#name;CR;MR;alignment;size;type;subtypes;groups;environment;climate;plane;variant;intervals;source
##Bestiaries

#Bestiary 1 (10.2009)
deep one;1;;9;4;7;2;;1;;0;;1,2-5|gang,6-12|cult,13-100|shoal;B5
deep one hybrid;0;;9;4;5;;;14;;0;;1-2,3-12|cult,13-100|township;B5
delgeth;6;;5;4;6;;;4;2;0;;1-2,3-5|family;B5
devastator;22;8;9;7;2;12,47;;0,11,13;;18;;1-2,3-13|catastrophe;B5
digmaul;3;;5;4;1;;27;4;2;0;;1-2;B5
dire polar bear;8;;5;5;1;;27;2,8;1;0;;1-2;B5
domovoi;3;;3;2;4;;;0;;0;;1,2-6|gathering;B5
doppeldrek;5;;5;4;8;50;;0,13;;0;;1;B5
dragonkin;9;;4;5;3;;;6;;0;;1-2,3-6|patrol,7-14|wing;B5
duppy;7;;9;4;11;45;;2;3;0;;1-2,3-8|pack;B5
dvorovoi;4;;6;3;4;;;0;;0;;1,2-6|gathering;B5
dwiergeth;13;;9;5;0;12;;6;1;0,18;;1-2,3-6|pack;B5
earth veela;7;;5;4;9;4,12;50;6,13;;0,8;;1-2,3-6|troupe;B5
earth wysp;2;;5;2;9;4,5;32,51;0,13;;8;;1,3-8|cloud;B5
echeneis;1;;5;3;6;2;;1;2,3;0;;1-2,3-8|school;B5
eclipse giant;19;;5;7;5;41;;8;2;0;;1-2;B5
elder aether elemental;11;;5;6;9;0,5,12;;0,11,15;;3;;1-2,3-8|gang;B5
elder deep one;14;;9;7;7;2;;1;;0;;1-2;B5
elder pyrausta;0;;6;2;3;6;;0;3;0;advanced giant [pyrausta];1-2;B5
emotion ooze;6;;5;4;8;;;0,13;;0;;1-2,3-12|conflict;B5
empyrean;20;;2;5;9;10,12,16;;0,11,13;;14,15,16;;1;B5
encantado;8;;6;4;4;50;;9;3;0;;1;B5
esipil;2;;8;2;9;9,12,34;32;0,15;;3;;1,2-12|pack;B5
ether drake;10;;5;5;3;0;29;0;;0;;1-2,3-6|rampage;B5
etiainen;1;;6;4;9;13,45;;14;;0;;1;B5
exscinder;12;;1;6;9;10,11,12;;0,11,13;;14;;1-2,3-6|inquisition;B5
fastachee;11;;2;2;4;;;0;2;0;;1;B5
fext;10;;7;4;11;;;0,13;;0;;1;B5
firbolg;4;;5;5;5;41;;4,5;2;0;;1-2,3-8|gang,9-16|clan,10-40|enclave;B5
fire veela;7;;5;4;9;6,12;50;0;3;0,9;;1-2,3-6|troupe;B5
fire wysp;2;;5;2;9;5,6;32,51;0,11;;9;;1,3-8|cloud;B5
flying fox;-1;;5;2;1;;31;4;3;0;;1-2,10-100|colony;B5
flytrap leshy;4;;5;3;10;50;40;13;3;0;;1,4-8|cluster;B5
frog father;5;;5;6;1;;27;9,12;3;0;;1-2;B5
gancanagh;4;;3;4;9;8,10,12,19;;0,13;;16;;1;B5
gate archon;17;;1;4;9;10,11,12,17;;0,11,13;;14;;1-2;B5
gearsman\gearsman robot;4;;5;4;2;49;;0;;0;;1-2,3-12|squad;B5
gegenees|-;16;;6;6;7;41;;0;2,3;0;;1,2-5|hunting party;B5
ghoran;1;;5;4;10;;;0;;0;;1-2,3-12|plot;B5
giant assassin bug;3;;5;3;12;;27;0;3;0;;1,2-12|nest;B5
giant mantis shrimp;9;;5;4;12;2;27;2;3;0;;1;B5
giant muckdweller;2;;5;5;6;;;13;2;0;;1-2,3-7|pack,8-17|swarm;B5
giant scarab;6;;5;5;12;;;3;3;0;;1,3-9|swarm;B5
giant termite;3;;5;4;12;;27;4,8,13;3;0;;1-2,3-9|nest,10-60|colony;B5
glaistig;21;10;6;4;4;4,47;;4,12;2;0;;1;B5
goliath frog;3;;5;5;1;;27;9,12;3;0;;1-2,3-6|army;B5
gravebound;4;;8;4;11;4;;0;;0;;1-2,3-6|tomb;B5
gray|-s;4;;8;3;5;;;0;;0;;1-2,6-12|invasion;B5
gray goo;14;;5;2;2;52;;0,13;;0;;1-2,3-12|storm;B5
great assassin bug;5;;5;4;12;;;0;3;0;;1,2-12|nest;B5
great wyrm astral dragon;21;;5;8;3;12;21;0,11,15;;2;astral dragon\ancient astral dragon;1;B5
great wyrm dream dragon;22;;5;8;3;12;21;0,11,13;;5;dream dragon\ancient dream dragon;1;B5
great wyrm etheric dragon;19;;5;7;3;12;21;0,11,15;;3;etheric dragon\ancient etheric dragon;1;B5
great wyrm nightmare dragon;18;;8;7;3;12;21;0,11,13;;5;nightmare dragon\ancient nightmare dragon;1;B5
great wyrm nightmare dragon ravener;20;;8;7;11;12;;0,11,13;;5;great wyrm nightmare dragon\ancient nightmare dragon;1;B5
great wyrm occult dragon;18;;2;7;3;;21;0,11,13;;0;occult dragon\ancient occult dragon;1;B5
greater aether elemental;9;;5;6;9;0,5,12;;0,11,15;;3;;1-2,3-8|gang;B5
griefgall;6;;8;2;10;;;4,14;2,3;0;;1,2-5|infestation;B5
grim reaper;22;;8;4;11;12;;0,11,13,15;;;;1;B5
grimslake;6;;9;5;0;12;;0,13;;18;;1-2,3-10|tangle;B5
grioth;1;;9;4;7;;;0,11,13;;0;;1-2;B5
gristly demodand;17;;9;4;9;8,9,12,21;;0,11,13;;18;;1;B5
guardian scroll;3;;5;2;2;;;0,13;;0;;1-2,3-6|collection;B5
gunpowder ooze;14;;5;5;8;;;0;;0;;1;B5
hag eye ooze;3;;5;3;8;;;12,13;2;0;;1;B5
heikegani;4;;8;3;0;2;;2;;0;;1,3-7|guard;B5
heresy devil/ayngavhaul;12;;7;6;9;9,11,12,23;;0,11;;20;;1-2,3-8|lecture;B5
hobkins|-;0;;8;3;4;;37;0;;0;;1,2-5|gang;B5
horn caterpillar;1;;5;3;12;;;4;2,3;0;;1-2,3-12|clutch;B5
huge aether elemental;7;;5;6;9;0,5,12;;0,11,15;;3;;1-2,3-8|gang;B5
hundun;21;;9;5;0;8,12;;0,11;;11,17,18;;1-2,3-5|mob;B5
hunter urchin;1;;5;4;12;2;;2,7;2,3;0;;1-2,3-10|cluster;B5
ichthyocentaur;5;;5;5;7;2;;2,7;2;0;;1-2,3-6|band;B5
isonade;15;;9;7;6;2;;7;;0;;1;B5
jungle drake;6;;8;5;3;4;29;4;3;0;;1-2,3-8|rampage;B5
juvenile astral dragon;10;;5;5;3;12;21;0,11,15;;2;astral dragon\young astral dragon;1;B5
juvenile dream dragon;11;;5;5;3;12;21;0,11,13;;5;dream dragon\young dream dragon;1;B5
juvenile etheric dragon;8;;5;4;3;12;21;0,11,15;;3;etheric dragon\young etheric dragon;1;B5
juvenile nightmare dragon;7;;8;4;3;12;21;0,11,13;;5;nightmare dragon\young nightmare dragon;1;B5
juvenile occult dragon;7;;2;4;3;;21;0,11,13;;0;occult dragon\young occult dragon;1;B5
kabandha;9;;4;5;5;41;;0,13;;0;;1,2-5|patrol,6-20|company;B5
kaprosuchus;5;;5;6;1;27;44;4;3;0;;1-2,3-6|colony;B5
karkadann;4;;5;5;6;;;3;3;0;;1-2,3-6|bristle;B5
kasa-obake;4;;5;3;9;13,26;19;0,13;;0;;1-2,3-12|group;B5
kawa akago;3;;5;3;10;;;9,12;2;0;;1,2-7|clutch;B5
ketesthius;13;;7;7;6;2;;2,7;;0;;1;B5
khala;17;;9;5;3;3;;0;1;0;;1;B5
kikimora;5;;6;4;4;;;14;;0;;1;B5
kimenhul;20;;8;6;9;9,12,34;;0,15;;3;;1;B5
knight ant;4;;5;5;12;;;0,13;3;0;;1-2;B5
koto-furunishi;2;;2;2;9;13,26;19;0,13;;0;;1;B5
kurobozu;6;;7;4;11;;;0,13;;0;;1-2,3-5|guard;B5
lamhigyn;3;;9;3;9;8,9,12;;0,11;;18;;1-2,3-9|clutch,10-30|hive;B5
large aether elemental;5;;5;5;9;0,5,12;;0,11,15;;3;;1-2,3-8|gang;B5
lead golem;10;;5;5;2;;36;0,13;;0;;1,2-4|courtain;B5
lead golem shield guardian;12;;5;5;2;;36;0,13;;0;lead golem;1-2;B5
leechroot;4;;8;5;11;;;4;;0;;1,2-5|garden,4-10|hivemind;B5
Leng ghoul;10;;9;4;11;12;;0,13;;0,22;;1-2,3-8|cult;B5
lesser death;16;;8;4;11;12;;0,11,13,15;;;;1,2-4|murder;B5
liminal sprite;2;;6;2;4;;32;14;;0;;1-2,3-6|court;B5
lipika;18;;5;5;9;12,14;;0,11,13;;13,14,15,16,17,18,19,20,21;;1;B5
living mirage;9;;5;7;8;;;3,7;;0;;1;B5
locust plague swarm;15;8;8;0;6;47,52;;0,13;;0;;1;B5
lotus leshy;5;;5;3;10;50;40;9;3;0;;1;B5
lotus tree;20;;5;7;10;;;2,4;;0;;1;B5
lusca;17;;9;7;6;2;;7;3;0;;1;B5
maharishi manu;16;;1;4;9;10,11,12,28;;0,11;;0,12;;1;B5
makara vahana;9;;5;6;6;2;;0;;0;;1-2;B5
mantis shrimp lord;10;;5;5;12;2;;7;3;0;giant [giant mantis shrimp];1;B5
manu;12;;1;4;9;10,11,12,28;;0,11;;0,12;;1,2-8|round;B5
mature adult astral dragon;14;;5;6;3;12;21;0,11,15;;2;astral dragon\adult astral dragon;1;B5
mature adult dream dragon;15;;5;6;3;12;21;0,11,13;;5;dream dragon\adult dream dragon;1;B5
mature adult etheric dragon;12;;5;5;3;12;21;0,11,15;;3;etheric dragon\adult etheric dragon;1;B5
mature adult nightmare dragon;11;;8;5;3;12;21;0,11,13;;5;nightmare dragon\adult nightmare dragon;1;B5
mature adult occult dragon;11;;2;5;3;;21;0,11,13;;0;occult dragon\adult occult dragon;1;B5
medium aether elemental;3;;5;4;9;0,5,12;;0,11,15;;3;;1-2,3-8|gang;B5
megapon ant;6;;5;6;12;;;8;3;0;;1-2,3-10|column;B5
megaprimatus;8;;5;7;1;;27;4,5,6;3;0;;1-2;B5
mngwa;7;;9;5;6;;;4;3;0;;1;B5
moa;2;;5;5;1;;27,44;8;3;0;;1-2,3-5|group,6-100|colony;B5
moon dog;9;;2;4;9;10,12;;0;;15;;1-2,3-11|pack;B5
moon giant;15;;4;6;5;41;;5,6;3;0;;1-2;B5
muckdweller;-2;;5;3;6;;;13;2;0;;1-2,3-7|pack,8-17|swarm;B5
mummy lord;10;;7;4;11;;;0,13;;0;;1;B5
muse;16;;3;4;4;;;0,13;;0;;1,2-9|gathering;B5
myrmidon\myrmidon robot;11;;5;5;2;49;;0,11;;0;;1,2-6|unit;B5
narwhal;3;;5;5;1;;27;7;1;0;;1-2,3-18|pod;B5
nemhain;15;;8;4;11;45;;0,13;;0;;1;B5
ningen;16;;5;8;7;;;7;1;0;;1-2;B5
nulmind;11;;5;3;10;;;4;2;0;;1;B5
nuno;-2;;8;2;4;;37;0,13;3;0;;1;B5
old astral dragon;16;;5;7;3;12;21;0,11,15;;2;astral dragon\adult astral dragon;1;B5
old dream dragon;17;;5;7;3;12;21;0,11,13;;5;dream dragon\adult dream dragon;1;B5
old etheric dragon;14;;5;6;3;12;21;0,11,15;;3;etheric dragon\adult etheric dragon;1;B5
old nightmare dragon;13;;8;6;3;12;21;0,11,13;;5;nightmare dragon\adult nightmare dragon;1;B5
old occult dragon;13;;2;6;3;;21;0,11,13;;0;occult dragon\adult occult dragon;1;B5
ophiotaurus;17;7;5;7;6;47;;5,8,12;3;0;;1;B5
orang-pendak;0;;5;3;5;;;4;3;0;;1-2,3-7|family;B5
ostovite;1;;9;2;6;12;;0,13;;18;;1-2,3-6|nest;B5
othaos;5;;5;4;9;12,14;;0,11,13;;13,14,15,16,17,18,19,20,21;;1;B5
ovinnik;2;;6;2;4;;;0;;0;;1;B5
pakalchi;9;;8;4;9;9,12,34;;0,15;;3;;1-2,3-7|plot;B5
papinijuwari;13;;8;6;5;41;;8;3;0;;1-2;B5
penguin;-1;;5;3;1;;31;7;1;0;;1-2,10-100|colony;B5
peuchen;10;;8;4;6;50;;0;2,3;0;;1;B5
pharaonic guardian;11;;7;5;11;45;;10;3;0;;1-2,3-6|patrol;B5
plankta;17;;8;8;0;2,4;;7;;0;;1;B5
plesiosaurus;2;;5;5;1;;27,28;1,13;2,3;0;;1-2,3-7|school;B5
polar bear;5;;5;5;1;;27;2,8;1;0;;1-2;B5
polong;8;;8;4;11;45;;0,13;;0;;1;B5
psychemental;8;;5;3;9;12,45;;0,11,15;;2;;1-2,3-6|quorum;B5
psychepore;7;;5;4;10;;;4;3;0;;1-2,5-12|colony;B5
putrid ooze;11;;5;6;8;;;0,13;;0;;1;B5
pyrausta;-2;;6;1;3;6;32;0;3;0;;1-2,12-20|swarm;B5
qolok;16;;8;5;9;9,12,34;;0,15;;3;;1,2-6|terror;B5
raelis;10;;3;5;9;8,10,12,19;;0,11,13;;16;;1-2,3-6|band;B5
ramidreju;0;;5;4;6;;;0;;0;;1;B5
rat plague swarm;11;8;7;2;6;47,52;;0,13;;0;;1;B5
red panda;0;;5;2;1;;31;4,6;2;0;;1-2;B5
reptial;4;;2;3;9;10,12,15;;0;;15;;1-2,3-10|mess;B5
reptoid;0;;7;4;5;50;;0;;0;;1-2,3-8|cabal;B5
rhu-chalik;6;;9;3;0;;;0,11,13;;0;;1;B5
riftcreeper;15;;9;7;8;12;;6;;18;;1;B5
rishi manu;14;;1;4;9;10,11,12,28;;0,11;;0,12;;1,2-16|council;B5
roiling oil;6;;5;5;8;;;13;;0;;1;B5
rope dragon;5;;6;3;3;50;;14;;0;;1;B5
sacred sha;6;;7;4;6;;;3;3;0;advanced fiendish [sha];1-2,3-8|pack;B5
sand mantis shrimp;9;;5;4;12;;;3;3;0;giant mantis shrimp;1;B5
sangoi;7;;8;3;4;;;0;1,2;0;;1-2;B5
saxra;18;;8;6;11;1;;6;;0;;1;B5
scarab swarm;3;;5;2;12;52;;3;3;0;;1-2,3-6|infestation;B5
scitalis;12;;5;5;3;;;0;;0;;1-2,3-5|den;B5
seal;-1;;5;3;1;;31;7;;0;;1-2,3-24|rookery;B5
seilenos|seilenoi;19;;6;4;4;;;4;2;0;;1;B5
seraptis;15;;9;4;9;8,9,12,22;;0,13;;18;;1;B5
sha;4;;7;4;6;;;3;3;0;;1-2,3-8|pack;B5
shabti;0;;4;4;9;13;;0;;0;;1;B5
shadow collector;8;;6;3;4;;;0;;0;;1-2,3-8|gang;B5
shasalqu;3;;5;3;6;;;3;3;0;;1-2,3-6|cluster;B5
shen;24;9;5;7;3;2,7,47;;1;;0;;1;B5
silvercat;4;;5;4;1;;;4;2;0;advanced [digmaul];1-2;B5
skinwalker;0;;5;4;5;50;;4,5,6;;0;;1-2,3-12|pack;B5
small aether elemental;1;;5;3;9;0,5,12;32;0,11,15;;3;;1-2,3-8|gang;B5
solar pitri;22;8;1;5;9;10,11,12,28,47;;0,11;;12;;1;B5
somalcygot;12;;8;5;0;;;0,13,15;;0;;1-2,3-6|clutch;B5
spear urchin;4;;5;5;12;2;;2,7;3;0;;1-2,3-6|cluster;B5
sphinx colossus;14;4;5;7;2;39,47;;3;3;0;;1;B5
storm hag;7;;9;4;7;;38;0;2;0;;1,3|coven;B5
stormghost;15;;9;5;7;;;6;1;0;;1;B5
stranglereed;9;;5;5;10;2;;9;3;0;;1,2-6|patch;B5
stringy demodand;15;;9;4;9;8,9,12,21;;0,11,13;;18;;1-2,3-8|tangle;B5
su;8;;9;4;6;;;4;;0;;1-2,3-6|troop;B5
sun giant;16;;3,9;6;5;41;;3,6;3;0;;1-2;B5
swamp mummy;4;;7;4;11;;;13;;0;;1,2-6|warden squad,7-12|guardian detail;B5
syricta;12;;9;5;0;;;0;;0;;1-2,3-5|knot;B5
termite swarm;6;;5;0;12;52;;4,8,13;3;0;;1-2,3-6|nest,7-12|colony;B5
terraformer\terraformer robot;7;;5;5;2;49;;0;;0;;1-2,3-10|team;B5
therizinosaurus;10;;5;7;1;;27,28;8;3;0;;1-2,3-8|flock;B5
thought eater;2;;5;2;0;12;;0,11,15;;3;;1,2-3|group;B5
thriae constructor;14;;5;7;7;;47;0;;0;;1-2;B5
thriae dancer;6;;4;4;7;;47;0;;0;;1-3,4-8|troupe;B5
tiyanak;6;;9;3;11;;;4;;0;;1;B5
tizheruk;5;;5;5;6;;;9,12;2;0;;1-2;B5
trench mist;10;;8;7;0;1;;0,13;;0;;1-2,3-5|horror;B5
trilobite;-2;;5;2;12;2;31;7;;0;;1,2-12|group;B5
troodon;1;;5;4;1;;27,28;8;3;0;;1-2,3-12|pack;B5
tsaalgrend;2;;5;3;10;;;13;;0;;1-2,3-6|cluster,7-20|pod;B5
turul;19;;5;7;9;12;;0,11;;12;;1-2;B5
twilight pitri;18;;1;5;9;10,11,12,28;;0,11;;12;;1;B5
uintatherium;7;;5;5;1;;27,44;12;2;0;;1-2,3-12|herd;B5
undigested;-2;;8;2;11;;;0,13;;0;;1,2-5|pack;B5
undigested swarm;5;;8;2;11;52;;0,13;;0;;1,2-5|pack,6-12|infestation;B5
unfettered phantom;4;;5;4;9;;;0,11,15;;0,3;;1-2,3-6|flock;B5
uraeus;5;;1;4;6;;;9;3;0;;1-2,3-8|nest;B5
urannag;8;;9;6;2;12;;12;;18;;1-2,3-5|tangle,6-12|menace;B5
ursikka;10;;5;6;6;;;0;1;0;;1-2,3-10|hive;B5
ved;5;;8;5;5;41;;5,6;1;0;;1-2,3-5|gang,6-16|clan;B5
very old astral dragon;17;;5;7;3;12;21;0,11,15;;2;astral dragon\ancient astral dragon;1;B5
very old dream dragon;18;;5;7;3;12;21;0,11,13;;5;dream dragon\ancient dream dragon;1;B5
very old etheric dragon;15;;5;6;3;12;21;0,11,15;;3;etheric dragon\ancient etheric dragon;1;B5
very old nightmare dragon;14;;8;6;3;12;12;0,11,13;;5;nightmare dragon\ancient nightmare dragon;1;B5
very old occult dragon;14;;2;6;3;;21;0,11,13;;0;occult dragon\ancient occult dragon;1;B5
very young astral dragon;7;;5;4;3;12;21;0,11,15;;2;astral dragon\young astral dragon;1;B5
very young dream dragon;8;;5;4;3;12;21;0,11,13;;5;dream dragon\young dream dragon;1;B5
very young etheric dragon;5;;5;3;3;12;21;0,11,15;;3;etheric dragon\young etheric dragon;1;B5
very young nightmare dragon;4;;8;3;3;12;21;0,11,13;;5;nightmare dragon\young nightmare dragon;1;B5
very young occult dragon;4;;2;3;3;;21;0,11,13;;0;occult dragon\young occult dragon;1;B5
vescavor queen;9;;9;5;9;8,9,12;;0,11,13;;18;;1;B5
vescavor swarm;5;;9;1;9;8,9,12,52;;0,11,13;;18;;1-2,3-12|plague,16-30|apocalypse;B5
vilderavn;16;;8;4;4;50;;0;;0;;1-2,3-5|unkindness;B5
vishap;19;;5;8;3;12;;0,1,11;;0;;1-2;B5
vukodlak;3;;8;5;11;;;0;;0;;1-2,3-11|pack;B5
wakandagi;14;;2;5;9;7,13;;9;2;0;;1;B5
warmonger devil/levaloch;7;;7;5;9;9,11,12,23;;0,13;;20;;1-2,3-18|troop;B5
warmonger wasp;7;;9;5;2;12;;0,11,13;;18;;1-2,3-12|flight;B5
water leaper;2;;6;3;6;2;;9,12;;0;;1;B5
water veela;7;;5;4;9;7,12;50;1;;0,10;;1-2,3-6|troupe;B5
water wysp;2;;5;2;9;5,7;32,51;0,1;;10;;1,3-8|cloud;B5
wihsaak;6;;8;4;9;9,12,34;;0,15;;3;;1,2-12|swarm;B5
witchcrow;3;;9;3;6;;;4,8;2,3;0;;1-2,3-12|covey,13-30|murder;B5
wizard's shackle;0;;5;2;0;2;;1;;0;;1-2,3-12|infestation;B5
wolliped;3;;5;5;1;;27;5;2;0;;1-2,3-12|herd;B5
wood colossus;17;6;5;7;2;39,47;;0;;0;;1;B5
wyrm astral dragon;19;;5;7;3;12;21;0,11,15;;2;astral dragon\ancient astral dragon;1;B5
wyrm dream dragon;20;;5;7;3;12;21;0,11,13;;5;dream dragon\ancient dream dragon;1;B5
wyrm etheric dragon;17;;5;6;3;12;21;0,11,15;;3;etheric dragon\ancient etheric dragon;1;B5
wyrm nightmare dragon;16;;8;6;3;12;21;0,11,13;;5;nightmare dragon\ancient nightmare dragon;1;B5
wyrm nightmare dragon ravener;18;;8;6;11;12;;0,11,13;;5;wyrm nightmare dragon\ancient nightmare dragon;1;B5
wyrm occult dragon;16;;2;6;3;;21;0,11,13;;0;occult dragon\ancient occult dragon;1;B5
wyrmling astral dragon;5;;5;3;3;12;21;0,11,15;;2;astral dragon\young astral dragon;1;B5
wyrmling dream dragon;6;;5;3;3;12;21;0,11,13;;5;dream dragon\young dream dragon;1;B5
wyrmling etheric dragon;3;;5;2;3;12;21;0,11,15;;3;etheric dragon\young etheric dragon;1;B5
wyrmling nightmare dragon;2;;8;2;3;12;21;0,11,13;;5;nightmare dragon\young nightmare dragon;1;B5
wyrmling occult dragon;2;;2;2;3;;21;0,11,13;;0;occult dragon\young occult dragon;1;B5
wyrmwraith;17;;9;7;11;45;;0,11,13;;0;;1;B5
xiao;2;;6;2;6;;32;4,6;3;0;;1-2,3-12|troupe,13-30|flock;B5
yangethe;9;;9;5;0;;;4,15;1;0;;1-2,3-8|cluster;B5
young adult astral dragon;11;;5;6;3;12;21;0,11,15;;2;astral dragon\adult astral dragon;1;B5
young adult dream dragon;12;;5;6;3;12;21;0,11,13;;5;dream dragon\adult dream dragon;1;B5
young adult etheric dragon;9;;5;5;3;12;21;0,11,15;;3;etheric dragon\adult etheric dragon;1;B5
young adult nightmare dragon;8;;8;5;3;12;21;0,11,13;;5;nightmare dragon\adult nightmare dragon;1;B5
young adult occult dragon;8;;2;5;3;;21;0,11,13;;0;occult dragon\adult occult dragon;1;B5
young astral dragon;9;;5;5;3;12;21;0,11,15;;2;;1;B5
young dream dragon;10;;5;5;3;12;21;0,11,13;;5;;1;B5
young etheric dragon;7;;5;4;3;12;21;0,11,15;;3;;1;B5
young nightmare dragon;6;;8;4;3;12;21;0,11,13;;5;;1;B5
young occult dragon;6;;2;4;3;;21;0,11,13;;0;;1;B5
zygomind;18;;5;8;10;;;0,13;2;0;;1;B5
a cadre of 1 [wyrmwraith] plus 1d3+1 dread wraiths;17,0;;7,9;5,7;11;45;;0,11,13;;0;wraith;;B5
a court of 1 [mummy lord] and 1d8+6 [mummies\mummy];10,3;;7;4;11;;;0,13;;0;;;B5
a court of 1d3 [seilenoi\seilenos] plus 1d3 [muses\muse], 1d6+2 [centaurs\centaur], 1d4 [satyrs\satyr], 1d2 [leanan sidhe], 1d3+1 [maenads\maenad] and 1d3 [storm giants\storm giant];19,5;3;3,5,6,9;4,5,6;4,5,7;41,47;;4;2;0;;;B5
a cult of 1d4+2 [akanames\akaname] plus 1 [otyugh];4,3;;5;3,5;0;;;13,14;;0;;;B5
a cult of 1 [seraptis] plus 2d3 [succubi\succubus];15,0;;9;4;9;8,9,12,22;;0,13;;18;;;B5
a hive of 2d8+2 [giant ant soldiers\giant ant] plus 1d100+10 giant ant workers, 1d6+2 [knight ants\knight ant], 2d4 giant ant drones and 1 giant ant queen;4,10;;5;3,4,5;12;;;0,13;;0;[giant ant];;B5
a hive of 1 [vescavor queen] plus 2d10 [vescavor swarms\vescavor swarm];9,4;;9;1,5;9;8,9,12,52;;0,11,13;;18;;;B5
a hunting party of 1 [gristly demodand] plus 1d4+1 [tarry demodands\tarry demodand];17,2;;9;4;9;8,9,12,21;;0,11,13;;18;;;B5
a nest of 1 [brain mole monarch] and 1d6+4 [brain moles\brain mole];5,3;;5;2;6;;;4,5,8;2;0;;;B5
a scouting party of 2 [knight ants\knight ant] plus 1d4 [giant ants\giant ant];4,3;;5;4,5;12;;;0,13;;0;;;B5
a troop of 1 [thriae constructor] plus 1d10+5 [thriae soldiers\thriae soldier];14,1;;4,5;4,7;7;;47;0;;0;;;B5

#Bestiary 6 (4.2017)
adult crypt dragon;16;;5;6;3;12;25;0;;13;;1;B6
adult havoc dragon;16;;3;6;3;8,10,12;25;0;;16;;1;B6
adult infernal dragon;16;;7;6;3;9,10,12;25;0;;20;;1;B6
adult paradise dragon;16;;1;6;3;10,11,12;25;0;;14;;1;B6
adult rift dragon;16;;9;6;3;8,9,12;25;0;;18;;1;B6
algea;11;;5;1;9;12,31,52;;0,11,13;;13;;1,2-6|spiral;B6
alp;10;;6;4;4;;;0;;0;;1-2,3-8|visitation;B6
amargasaurus;6;;5;6;1;;27,28;4,8;3;0;;1-2,3-12|herd;B6
ancient crypt dragon;21;;5;7;3;12;25;0;;13;;1;B6
ancient havoc dragon;21;;3;7;3;8,10,12;25;0;;16;;1;B6
ancient infernal dragon;21;;7;7;3;9,10,12;25;0;;20;;1;B6
ancient infernal dragon ravener;23;;7;7;11;9,10,12;;0;;20;ancient infernal dragon;1;B6
ancient paradise dragon;21;;1;7;3;10,11,12;25;0;;14;;1;B6
ancient rift dragon;21;;9;7;3;8,9,12;25;0;;18;;1;B6
ancient rift dragon ravener;23;;9;7;11;8,9,12;;0;;18;ancient rift dragon;1;B6
Apollyon;29;10;8;4;9;9,12,20;0;0,11,13;;19;;1u;B6
Arshea;29;10;2;4;9;10,12,16;7;0,11,13;;15;;1u;B6
atuikakura;14;;5;7;6;2;;7;;0;;1;B6
azuretzi;5;;6;3;9;8,12,30,50;;0,1,11;;17;;1-2,3-6|cackle;B6
Baalzebul;30;10;7;5;9;9,11,12,23;1;0,11,13;;20;;1u;B6
banelight;12;;8;4;4;;;0,11,13;;0;;1-2;B6
Barbatos;26;10;7;4;9;9,11,12,23;1;0,13;;20;;1u;B6
behimiron;13;;9;6;9;8,9,12,32;;0,13;;18;;1-2,3-6|cluster;B6
Belial;28;10;7;4;9;9,11,12,23,50;1;0,11,13;;20;;1u;B6
Black Butterfly;28;10;3;5;9;8,10,12,19;7;0,11,13;;16;;1u;B6
blood bramble;10;;5;5;10;;;4;2;0;;1-2,3-8|thicket;B6
bloody bones|-;10;;8;4;11;;;0,13;;0;;1-2,3-10|gang;B6
boggart;4;;9;3;4;;;4,12;2;0;;1,2-5|gang,6-12|band;B6
boggle;8;;6;3;4;50;;0;;0;;1-2,3-6|gang;B6
bonethorn;12;;5;4;10;;;0,13;;0;;1,2-6|gang,7-12|pack;B6
brimorak;5;;9;3;9;8,9,12,22;;0,13;;18;;1,2-6|band,7-16|platoon;B6
brontotherium;8;;5;6;1;;27,44;4,8;2;0;;1-2,3-9|herd;B6
calpina;3;;6;3;4;;;4,6;2;0;;1-2,3-6|eclipse;B6
cataboligne;16;;9;7;9;8,9,12,32;;0,13;;18;;1-2,3-4|siege;B6
cave blight;19;;9;4;8;37;;13;;0;;1;B6
chain whip spider;11;;5;6;12;;;5;2,3;0;huge [titanic whip spider];1-2;B6
charnel god;23;;9;5;2;;;0,13;;0;;1;B6
Charon;30;10;8;4;9;9,12,20;0;0,13;;19;;1u;B6
Chavazvug;22;10;9;8;9;8,9,12,32;15;0,11,13;;18;;1u;B6
cipactli;21;;6;7;6;2;;1;;0;;1;B6
clockwork angel;15;;5;4;2;38;;0,11,13;;0;;1-2,3-6|reliquary;B6
clockwork assassin;13;;5;4;2;38;;0,13;;0;;1-2,3-8|contract;B6
clockwork fiend;17;;5;4;2;38;;0,13;;0;;1-2;B6
clockwork guardian;8;;5;4;2;38;;0,13;;0;;1-2,3-8|blockade;B6
clockwork hound;5;;5;3;2;38;;0,13;;0;;1-2,3-8|pack;B6
coffin anemone;1;;5;4;12;2;;2,7;2;0;;1-2,3-12|graveyard;B6
combusted;3;;8;4;11;6;;0,13;;0;;1,2-6|effigy;B6
common eurypterid;1;;5;4;12;2;27;7;2,3;0;;1-2,3-12|swarm;B6
conqueror worm;21;;8;8;0;;;0,13;;0;;1;B6
coral capuchin;1;;5;2;6;2;32;2,7;3;0;;1-2;B6
crimson jellyfish;4;;5;4;12;2;;7;2;0;;1,2-4|pack,5-12|bloom;B6
crypt flower;7;;5;5;10;;;0;;0;;1-2,3-8|copse;B6
cryptguard;9;;5;4;2;;;0,13;;0;;1-2,3-6|gang;B6
